"ID","Title","Organisation ID","Organisation Name","Organisation Profile","Posted By - Name","Posted By - Profile","Short description","Location","Remote work allowed","Benefits","Workplace type","Description","Seniority level","Under 10 applications","Job functions","Date posted","Date expires","Industry","Source domain","Easy apply","Job type","Industry","Link"
"4214220850","Software Developer- Full stack","b3JnOjIzNjk2MTU=","Flash Group","https://www.linkedin.com/company/flashgroup/life","","","-","Western Cape, South Africa","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4214220850"
"4247130775","Technology/Domain Specialist","b3JnOjM5ODk2Mjg0MQ==","Positron SE","https://www.linkedin.com/company/positron-se/life","","","-","Johannesburg Metropolitan Area (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247130775"
"4252536576","Software Development Engineer (Python, Azure Service Bus, Apache Kafka)","b3JnOjg2Mzg2","NTT DATA, Inc.","https://www.linkedin.com/company/ntt-data-inc/life","","","-","Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4252536576"
"4252517116","PHP Developer","","Confidential Co.","","","","-","EMEA (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4252517116"
"4252504390","Junior Software Engineer","b3JnOjYwNjUwNTc=","Webtonic Solutions","https://www.linkedin.com/company/webtonic-solutions/life","","","-","Port Elizabeth Metropolitan Area (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4252504390"
"4251418026","Javascript Fullstack Engineer - Senior","b3JnOjE0MzE5Mjk=","Lumenalta","https://www.linkedin.com/company/lumenalta/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4251418026"
"4251176771","ServiceNow Senior Technical Consultant – ITOM","b3JnOjI2ODc4NTQ=","RP International","https://www.linkedin.com/company/rp-international/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4251176771"
"4250889523","Embedded Software Engineer (Sports Technology)","b3JnOjI0MDQ1NjQ=","Black Pen Recruitment","https://www.linkedin.com/company/blackpenrecruitment/life","","","-","City of Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4250889523"
"4250592817","Senior IT Systems Engineer","b3JnOjMzNDI4NjQ=","Netsurit","https://www.linkedin.com/company/netsurit/life","","","-","Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4250592817"
"4250498829","Software Engineer - eCommerce","b3JnOjQ0ODY5Njk4Mg==","Klipboard","https://www.linkedin.com/company/weareklipboard/life","","","-","Stellenbosch, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4250498829"
"4250485956","Software Engineer in Training","b3JnOjI0MTYwNjE=","Omnia Holdings","https://www.linkedin.com/company/omnia_2/life","","","-","Rand West City, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4250485956"
"4250415639","Freelance GenAI Developer - Prompt Engineering & Data Workflows","b3JnOjE3OTYzOTA4Mg==","Mindrift","https://www.linkedin.com/company/mindrift-ai/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4250415639"
"4250269807","Software Engineer (JavaScript)","b3JnOjcxNDYzMjc2","Anything is Possible","https://www.linkedin.com/company/aip-media/life","","","-","Cape Town, Western Cape, South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4250269807"
"4249798189","UI Developer","b3JnOjYwNjMwMjM=","Paracon","https://www.linkedin.com/company/paracon/life","","","-","Sandton, Gauteng, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249798189"
"4249776676","Manual and Automation Testing QA (For Mobile)","b3JnOjE4MDI3Nw==","Salt","https://www.linkedin.com/company/salt/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249776676"
"4249693026","Fullstack Engineer, Contributor Success, Strategy","b3JnOjkzNzIy","GitLab","https://www.linkedin.com/company/gitlab-com/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249693026"
"4249609000","Go Developer","b3JnOjI0MzIyNA==","DVT","https://www.linkedin.com/company/dvt/life","","","-","Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249609000"
"4249604665","[Full Remote] Software Engineer - EMEA","b3JnOjIwMDM4MDAwOA==","Joinrs UK","https://www.linkedin.com/company/joinrs-en/life","","","-","EMEA (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249604665"
"4249163551","Embedded Software Engineer - Durban - On-Site","b3JnOjkxMzA0NzQw","Ada Meher","https://www.linkedin.com/company/ada-meher/life","","","-","Durban, KwaZulu-Natal, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249163551"
"4249130483","Senior Azure Cloud Specialist","b3JnOjI3NzcxMTE=","Vaxowave","https://www.linkedin.com/company/vaxowave1/life","","","-","Durban, KwaZulu-Natal, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249130483"
"4249124681","Junior Web Developer","b3JnOjUxNzc0Mjk1Mw==","Looped Automation","https://www.linkedin.com/company/looped-automation/life","","","-","City of Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249124681"
"4249087665","Intermediate Software Developer (PAQT)","b3JnOjc3OTU5NQ==","RMB - Rand Merchant Bank","https://www.linkedin.com/company/rmb-rand-merchant-bank/life","","","-","Johannesburg, Gauteng, South Africa","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249087665"
"4249006377","SAP SuccessFactors Data Engineer","b3JnOjE5NzY3NjE=","Capitec","https://www.linkedin.com/company/capitec-bank/life","","","-","Stellenbosch, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4249006377"
"4248919327","Sr. SQE (Testing)","b3JnOjI1Njc2Ng==","Zensar Technologies","https://www.linkedin.com/company/zensar/life","","","-","Johannesburg, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248919327"
"4248914730","Development QA Automation Engineer","b3JnOjE1NjMzMjE4NQ==","Advania UK","https://www.linkedin.com/company/advania-uk/life","","","-","Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248914730"
"4248750862","Cloud Core Maintenance Engineer","b3JnOjcyNzI1Nzk=","BLU by Adcorp","https://www.linkedin.com/company/adcorp-blu/life","","","-","City of Johannesburg, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248750862"
"4248716514","Senior Java Software Engineer","b3JnOjQ5OTk4NDA=","Altron Digital Business","https://www.linkedin.com/company/altrondigitalbusiness/life","","","-","Gauteng, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248716514"
"4248697367","Full Stack Engineer","b3JnOjEzNzcyMDk=","Penta Consulting","https://www.linkedin.com/company/penta-consulting/life","","","-","City of Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248697367"
"4248697100","Ops Spec: Systems Engineer (Western Cape, Bellville)","b3JnOjM0MDEwMjc2MA==","BCX Zambia","https://www.linkedin.com/company/bcx-zambia/life","","","-","Bellville, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248697100"
"4248603856","Devops Engineer","b3JnOjg2ODI2MTU2","Lesaka Technologies Inc.","https://www.linkedin.com/company/lesaka-technologies/life","","","-","Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248603856"
"4248578763","Site Reliability Engineer","b3JnOjM4MDc0NjU=","Infotree Global Solutions","https://www.linkedin.com/company/infotree-global-solutions/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248578763"
"4248511789","Software Engineer Salesforce","b3JnOjE2NTExOQ==","Standard Bank Group","https://www.linkedin.com/company/standard-bank-group/life","","","-","Johannesburg, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248511789"
"4248473042","Junior Software Development Engineer (CPT)","b3JnOjk2Njc0MjM2","BETSoftware","https://www.linkedin.com/company/betsoftware/life","","","-","Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248473042"
"4248470773","Senior Industrial Security Systems Engineer","b3JnOjE1Nzc0NQ==","Honeywell","https://www.linkedin.com/company/honeywell/life","","","-","Secunda, Mpumalanga, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248470773"
"4248427661","Application Developer","b3JnOjIzNjk1MDQ=","Communicate Recruitment","https://www.linkedin.com/company/communicate-recruitment/life","","","-","Cape Winelands, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248427661"
"4248425776","DevOps Engineer","b3JnOjg5OTk2NDQz","AES Global","https://www.linkedin.com/company/aesglobal/life","","","-","Bryanston, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248425776"
"4248405750","Technical Specialist (Senior Full Stack Developer)","b3JnOjI0Mjc5Nw==","Nedbank","https://www.linkedin.com/company/nedbank/life","","","-","Johannesburg, Gauteng, South Africa","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248405750"
"4248320090","Linux System Engineer - QA, Tooling, Automation","b3JnOjEyMzYxOA==","Canonical","https://www.linkedin.com/company/canonical/life","","","-","Cape Town, Western Cape, South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248320090"
"4248151713","AI Engineer","b3JnOjQ3ODYyNTg=","Psybergate (Pty) Ltd","https://www.linkedin.com/company/psybergate/life","","","-","Knysna, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248151713"
"4248135421","Senior/Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)","b3JnOjQ3Mjg3","Agoda","https://www.linkedin.com/company/agoda/life","","","-","Johannesburg, Gauteng, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248135421"
"4248134472","Senior Systems Developer","b3JnOjUxNzcxNDE1Ng==","WPP Media","https://www.linkedin.com/company/wpp-media/life","","","-","Johannesburg, Gauteng, South Africa","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248134472"
"4248128071","Unreal Engine 5 Generalist","b3JnOjQ2MjgzNTMyMQ==","Meta-dology","https://www.linkedin.com/company/meta-dology/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248128071"
"4248120798","Developer with Ansible","b3JnOjI3NzczOTE=","Network Recruitment","https://www.linkedin.com/company/network-recruitment/life","","","-","Midrand, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248120798"
"4248102474","Junior DevOps Engineer","b3JnOjEzMjMzNw==","DigiOutsource","https://www.linkedin.com/company/digioutsource/life","","","-","Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248102474"
"4248093697","Software Engineer (Scala)","b3JnOjEzMTk1MQ==","takealot.com","https://www.linkedin.com/company/takealot/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4248093697"
"4247995141","Senior Back End Developer","b3JnOjQ5ODYwMjU1Mw==","Wamly","https://www.linkedin.com/company/wamly/life","","","-","Centurion, Gauteng, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247995141"
"4247922919","Java Developer (Senior) Talent Pool","b3JnOjI0Mzc2Mg==","Discovery Limited","https://www.linkedin.com/company/discovery-limited/life","","","-","Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247922919"
"4247912004","Senior Backend Developer","b3JnOjgxMTY2ODU0","Scytale","https://www.linkedin.com/company/scytale-ai/life","","","-","Johannesburg, Gauteng, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247912004"
"4247882467","Senior Engineer, Condition Monitoring (South Africa)","b3JnOjIwNjQzMA==","NOMAC","https://www.linkedin.com/company/nomac/life","","","-","Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247882467"
"4247793021","Senior Software Engineer","b3JnOjU4MDEwNg==","Tillo","https://www.linkedin.com/company/tillo/life","","","-","Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247793021"
"4247786547","Software Engineer: Back-End","b3JnOjE2Njk4ODEyOA==","Capitec Client Care","https://www.linkedin.com/company/capitechelpcenter/life","","","-","Stellenbosch, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247786547"
"4247766116","Senior JavaScript Software Engineer","b3JnOjI3Nzg1Mjg=","Entelect","https://www.linkedin.com/company/entelect/life","","","-","City of Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247766116"
"4247162442","Engineer, Data","b3JnOjE2NTExOQ==","Standard Bank Group","https://www.linkedin.com/company/standard-bank-group/life","","","-","Roodepoort, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247162442"
"4224727189","Development Operations Engineer","b3JnOjc5MTIzMQ==","Penn Medicine Lancaster General Health","https://www.linkedin.com/company/lancaster-general-health/life","","","-","Matatiele, Eastern Cape, South Africa","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4224727189"
"4246286834","Data Engineer","b3JnOjEwODUyNjIwOA==","Optimal Growth Technologies","https://www.linkedin.com/company/optimal-growth-technologies/life","","","-","Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4246286834"
"4211448590","Analytics Engineer","b3JnOjEzMTk1MQ==","takealot.com","https://www.linkedin.com/company/takealot/life","","","-","Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4211448590"
"4232868540","SATIC - Data Migration Consultant (Manager) - Cape Town","b3JnOjgwNTQwOTg3","PwC Careers Africa","https://www.linkedin.com/company/pwc-careers-africa/life","","","-","City of Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4232868540"
"4241677060","Database Engineer II","b3JnOjE2Njk4ODEyOA==","Capitec Client Care","https://www.linkedin.com/company/capitechelpcenter/life","","","-","Stellenbosch, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4241677060"
"4214578243","IT Systems Engineer Team Leader","b3JnOjE5NzUxNjY=","Truworths","https://www.linkedin.com/company/truworths/life","","","-","Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4214578243"
"4229266757","Platform Engineer","b3JnOjQyNDk5NDUxNg==","Blackfluo.ai","https://www.linkedin.com/company/blackfluo-ai/life","","","-","Cape Town, Western Cape, South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4229266757"
"4230737058","Bi Developer MMH241204-5","b3JnOjEzMjcwMA==","Momentum","https://www.linkedin.com/company/momentum_2/life","","","-","Port Elizabeth, Eastern Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4230737058"
"4236095003","Intermediate Infrastructure Engineer","b3JnOjk2Njc0MjM2","BETSoftware","https://www.linkedin.com/company/betsoftware/life","","","-","KwaZulu-Natal, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4236095003"
"4247059984","Senior Platform and Compute Engineer (Contractor)","b3JnOjE4MDU5OQ==","Logicalis","https://www.linkedin.com/company/logicalis/life","","","-","Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247059984"
"4236158452","EDC Programmer (Rave)","b3JnOjk5MzA5ODQw","Fortrea","https://www.linkedin.com/company/fortrea/life","","","-","Centurion, Gauteng, South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4236158452"
"4200116098","SAP ERP/BPC Application Support Engineer","b3JnOjI0Mjc5MQ==","TFG (The Foschini Group)","https://www.linkedin.com/company/foschini/life","","","-","Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4200116098"
"4241469102","IT Engineer","b3JnOjQyNDk5NDMzNQ==","QE Services IT Recruitment","https://www.linkedin.com/company/qe-services-it-recruitment/life","","","-","Bellville, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4241469102"
"4244018875","QEHS Management system engineer","b3JnOjEzODE3Ng==","Wärtsilä","https://www.linkedin.com/company/wartsila/life","","","-","Cape Town, Western Cape, South Africa","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4244018875"
"4222697264","AWS Data Engineer","b3JnOjUwOTUzODc=","hearX","https://www.linkedin.com/company/hearx-group/life","","","-","Pretoria, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4222697264"
"4228908279","Platform Engineer","b3JnOjE3Mzk1MTE2","Electrum","https://www.linkedin.com/company/electrum-software/life","","","-","Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4228908279"
"4233772243","Associate Software Engineer","b3JnOjE1MDg2MDI=","impact.com","https://www.linkedin.com/company/impactdotcom/life","","","-","Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4233772243"
"4251409060","Data Engineer - Databricks","b3JnOjE0MzE5Mjk=","Lumenalta","https://www.linkedin.com/company/lumenalta/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4251409060"
"4247307228","Senior Data Engineer","b3JnOjk2OTgwNDc=","Proxify","https://www.linkedin.com/company/proxify-se/life","","","-","EMEA (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247307228"
"4222685917","Platform Engineer","b3JnOjI1OTM4MDQ2","BGTS","https://www.linkedin.com/company/bgts/life","","","-","EMEA (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4222685917"
"4245308321","IT Engineer","b3JnOjI1MjA5NTI=","NMG Benefits","https://www.linkedin.com/company/nmg-benefits/life","","","-","City of Johannesburg, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4245308321"
"4232682518","Cloud engineer","b3JnOjI3NTM0ODY1","SJ-Solutions","https://www.linkedin.com/company/sj-solutions-datamanagement/life","","","-","East London, Eastern Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4232682518"
"4127856866","Software Engineer","b3JnOjExNzg2NDA1NQ==","DataAnnotation","https://www.linkedin.com/company/dataannotationtech/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4127856866"
"4166337336","Software Engineer","b3JnOjE4NDU0ODI=","Kurtosys","https://www.linkedin.com/company/kurtosys/life","","","-","City of Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4166337336"
"4243351814","Software Engineer - Cloud Images","b3JnOjEyMzYxOA==","Canonical","https://www.linkedin.com/company/canonical/life","","","-","Cape Town, Western Cape, South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4243351814"
"4237200962","Junior Cloud Engineer & Full Stack Developer","b3JnOjI0MjE5NTM3MA==","Blue Pearl","https://www.linkedin.com/company/bluepearlconsulting/life","","","-","Johannesburg, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4237200962"
"4242974605","AI Engineer","b3JnOjgyMzQyOTU3","Wajusoft","https://www.linkedin.com/company/wajusoft/life","","","-","Sub-Saharan Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4242974605"
"4247660537","Senior Software Engineer","","CV Placements","","","","-","Somerset West, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247660537"
"4243082348","Senior Software Engineer","b3JnOjMzNTIxOA==","Wikimedia Foundation","https://www.linkedin.com/company/wikimedia-foundation/life","","","-","EMEA (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4243082348"
"4190215859","Software Development Engineer","b3JnOjEzNzM4NzYw","Amazon Web Services (AWS)","https://www.linkedin.com/company/amazon-web-services/life","","","-","Cape Town, Western Cape, South Africa","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4190215859"
"4236676518","Software Engineer","b3JnOjE3NDU0NQ==","JUMO","https://www.linkedin.com/company/jumo-world/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4236676518"
"4223425954","Software Engineer","b3JnOjIwNTQ1NDg4NA==","Sensay","https://www.linkedin.com/company/asksensay/life","","","-","EMEA (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4223425954"
"4247765188","Intermediate JavaScript Software Engineer","b3JnOjI3Nzg1Mjg=","Entelect","https://www.linkedin.com/company/entelect/life","","","-","City of Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4247765188"
"4215902239","Intermediate PHP Developer","b3JnOjg2Mzg2","NTT DATA, Inc.","https://www.linkedin.com/company/ntt-data-inc/life","","","-","Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4215902239"
"4241878621","Senior Specialist: Software Architect","b3JnOjQ3NTk3ODI=","AfroCentric Group","https://www.linkedin.com/company/afrocentric-group/life","","","-","City of Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4241878621"
"4136535108","Generative AI Engineer","b3JnOjQ0ODY5Njk4Mg==","Klipboard","https://www.linkedin.com/company/weareklipboard/life","","","-","Johannesburg, Gauteng, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4136535108"
"4236308503","Lead Software Engineer – OCR / IDP","b3JnOjc2MjUzODky","Indsafri","https://www.linkedin.com/company/indsafri/life","","","-","City of Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4236308503"
"4232696382","Senior Server Core Engineer","b3JnOjEzMjMzNw==","DigiOutsource","https://www.linkedin.com/company/digioutsource/life","","","-","Cape Town, Western Cape, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4232696382"
"4129257461","Principal Data Engineer","b3JnOjc1MDY0OTU=","Everstream Analytics","https://www.linkedin.com/company/everstreamai/life","","","-","EMEA (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4129257461"
"4243357134","Intermediate Distribution Engineer, GitLab:Build","b3JnOjkzNzIy","GitLab","https://www.linkedin.com/company/gitlab-com/life","","","-","South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4243357134"
"4206262134","Test Automation Engineer","b3JnOjEwNDk5Mw==","Expleo Group","https://www.linkedin.com/company/expleo-group/life","","","-","Johannesburg, Gauteng, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4206262134"
"4242473682","Senior Web Scraping Developer (Mid - Senior Level)","b3JnOjIyOTQ1Mw==","ERM","https://www.linkedin.com/company/erm/life","","","-","Johannesburg Metropolitan Area (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4242473682"
"4245920889","Intermediate Developer","b3JnOjIzODgx","Experian","https://www.linkedin.com/company/experian/life","","","-","Johannesburg, Gauteng, South Africa (Remote)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4245920889"
"4011639561","Enterprise Architect II","b3JnOjI0Mjc5Nw==","Nedbank","https://www.linkedin.com/company/nedbank/life","","","-","Johannesburg, Gauteng, South Africa (On-site)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4011639561"
"4242068233","Senior Software Development Engineer in Test (SDET)","b3JnOjU4MDEwNg==","Tillo","https://www.linkedin.com/company/tillo/life","","","-","Cape Town, Western Cape, South Africa (Hybrid)","","","","","","","","2025-06-17 15:20:28","","","","NO","","","https://www.linkedin.com/jobs/view/4242068233"
